category,name,description,serial,productionDate,price,currency,authorised,inStock,compatibleBrands,limitedEdition,safetyCritical,hazardousMaterial
Engine System,Air Filter 94S,Generic Air Filter,IFAT-1734-EB85-F1E3,2023-12-02,258.61,EUR,True,False,"Feramborghini,WV",False,False,False
Engine System,Oil Pan QQJ,Holds engine oil.,IFAT-A396-7EFA-6E1E,2021-07-09,1322.86,EUR,False,True,Mecentley,True,True,True
Engine System,Oil Filter OJL,Removes contaminants from engine oil.,IFAT-DA1A-5F8B-D2F7,2024-10-19,1092.23,EUR,True,True,"BMV,Mecentley,WV,Feramborghini",True,True,True
Engine System,Throttle Body SF2,Generic Throttle Body,IFAT-1016-B9B4-F328,2022-01-13,1354.46,EUR,True,True,"Mecentley,Feramborghini",True,False,True
Engine System,Dipstick NO2,Generic Dipstick,IFAT-FA56-33D5-B523,2025-10-23,372.51,EUR,True,True,"WV,BMV,Mecentley",False,True,False
Engine System,Timing Belt ZJC,Synchronizes rotation of the crankshaft and camshaft.,IFAT-3BAA-3D07-464D,2024-05-21,1611.35,EUR,True,True,BMV,True,True,True
Engine System,Exhaust Manifold 0E7,Generic Exhaust Manifold,IFAT-37FA-5A05-E42A,2021-05-04,1429.42,EUR,True,True,"Mecentley,Feramborghini,WV",False,True,False
Engine System,Dipstick F1Y,Generic Dipstick,IFAT-88FD-52EB-D1CF,2024-11-27,1445.5,EUR,True,True,"WV,Feramborghini,Nord",True,True,False
Engine System,Spark Plugs WBR,Ignite air/fuel mixture in combustion chamber.,IFAT-B945-3590-EEC2,2021-07-23,270.74,EUR,True,True,"Mecentley,BMV,Feramborghini",False,False,True
Engine System,"Valves (Intake, Exhaust) 9EA","Generic Valves (Intake, Exhaust)",IFAT-150A-6C20-F0CB,2018-08-28,1490.03,EUR,False,False,"WV,BMV",True,False,True
Engine System,Fuel Injectors GHX,Spray fuel into the engine's cylinders.,IFAT-897E-2459-5752,2023-10-04,365.59,EUR,True,False,Feramborghini,False,False,False
Engine System,Air Filter 89P,Generic Air Filter,IFAT-755C-129B-A372,2019-11-17,183.5,EUR,False,True,"Feramborghini,Mecentley",True,True,False
Engine System,Intercooler WQ7,Cools air from turbocharger.,IFAT-64C0-3AEB-C4B4,2024-02-02,337.24,EUR,True,True,"Mecentley,Nord,Feramborghini,BMV,WV",True,True,False
Engine System,Throttle Body 0IS,Controls airflow into the engine.,IFAT-B960-B92C-4FA4,2018-01-31,944.8,EUR,True,True,"Nord,Mecentley,BMV",False,False,True
Engine System,Valves 1K8,Control intake and exhaust of air/fuel mixture.,IFAT-4124-8361-3917,2018-01-15,1292.38,EUR,True,True,"Feramborghini,BMV,Nord",True,True,True
Engine System,Glow Plugs (Diesel) U89,Generic Glow Plugs (Diesel),IFAT-B023-5E50-2C98,2021-10-08,41.59,EUR,True,True,"BMV,WV",True,False,False
Engine System,Engine Control Unit (ECU) JN5,Generic Engine Control Unit (ECU),IFAT-7EDF-B25E-0619,2019-12-12,1685.12,EUR,True,False,"Feramborghini,Mecentley,BMV,Nord,WV",True,True,False
Engine System,Oil Filter MF9,Removes contaminants from engine oil.,IFAT-46AB-B07E-E531,2020-06-24,1224.79,EUR,True,False,Nord,True,True,True
Engine System,Fuel Injectors AK2,Spray fuel into the engine's cylinders.,IFAT-D813-1BE5-30D9,2023-11-30,105.2,EUR,False,True,"Feramborghini,BMV,Nord,Mecentley,WV",True,False,False
Engine System,Timing Belt / Chain 18D,Generic Timing Belt / Chain,IFAT-A663-92D2-4BC1,2023-09-21,1193.97,EUR,False,True,"Nord,Mecentley,WV",True,False,True
Engine System,Pistons PFI,Move up and down in cylinders to compress and combust fuel.,IFAT-A993-B8EE-5684,2018-08-04,1278.71,EUR,True,True,"WV,BMV,Mecentley,Nord,Feramborghini",True,False,True
Engine System,Spark Plugs 2P5,Ignite air/fuel mixture in combustion chamber.,IFAT-3779-8D38-E2C9,2025-01-05,1318.99,EUR,True,True,"Nord,BMV",False,False,True
Engine System,ECU H1N,Controls engine performance.,IFAT-3942-F9EF-3352,2025-11-06,1967.46,EUR,True,False,"Nord,WV,Feramborghini,BMV,Mecentley",False,False,False
Engine System,Valve Springs M7X,Generic Valve Springs,IFAT-A7F0-62BA-D6DF,2022-02-16,1657.59,EUR,True,True,"Nord,WV,BMV",True,True,True
Engine System,Distributor CKM,Generic Distributor,IFAT-B06A-5966-5F60,2016-03-01,583.59,EUR,True,True,"Mecentley,Feramborghini,Nord,WV,BMV",False,True,True
Engine System,Timing Belt MOY,Synchronizes rotation of the crankshaft and camshaft.,IFAT-4625-6CE5-0080,2024-12-07,595.86,EUR,False,True,"Mecentley,Feramborghini",True,False,True
Engine System,Oil Pan NNG,Generic Oil Pan,IFAT-D422-AC17-C7ED,2025-09-12,561.21,EUR,True,True,"WV,Nord,Mecentley",True,True,True
Engine System,Turbocharger KQO,Forces more air into the engine.,IFAT-8C9C-1B3F-6DF5,2022-10-04,1182.74,EUR,True,True,"WV,BMV",True,False,True
Engine System,Ignition Coils QVJ,Generate high voltage for spark plugs.,IFAT-28EB-F6DF-2DC9,2020-12-24,1054.67,EUR,True,False,"Mecentley,Feramborghini,Nord,WV",True,True,True
Engine System,Cylinder Head CYP,"Sits on top of the engine block, holds valves and spark plugs.",IFAT-03C0-6321-CFFE,2023-01-28,96.54,EUR,True,True,Feramborghini,True,False,True
Engine System,Harmonic Balancer VBV,Reduces engine vibration.,IFAT-1F81-C78F-1C72,2020-12-08,720.59,EUR,True,True,"BMV,WV",True,False,False
Engine System,Tappets / Lifters Q6H,Generic Tappets / Lifters,IFAT-D592-E6C3-17EF,2020-10-24,567.91,EUR,True,True,"Nord,BMV,Mecentley,WV,Feramborghini",True,False,True
Engine System,Pistons TGJ,Generic Pistons,IFAT-6366-D970-B9D4,2025-04-25,486.11,EUR,True,True,"BMV,Mecentley",True,True,True
Engine System,Timing Chain 2LT,Metal chain version of timing belt.,IFAT-5CB9-ABBE-B087,2018-04-23,797.1,EUR,True,True,"Mecentley,Nord,WV,BMV",True,False,False
Engine System,Ignition Coils KE0,Generic Ignition Coils,IFAT-0EBD-0A35-0D19,2016-10-19,1372.61,EUR,True,True,"BMV,WV,Feramborghini",True,True,True
Engine System,Crankshaft DZG,Converts piston movement into rotational motion.,IFAT-9EFF-A536-E96E,2021-12-09,1458.93,EUR,True,True,"Mecentley,WV,BMV,Nord,Feramborghini",True,True,True
Engine System,Glow Plugs GGZ,Preheat air in diesel engines.,IFAT-41F1-105B-CF3A,2017-07-10,1595.8,EUR,True,True,WV,False,True,True
Engine System,Timing Belt / Chain OHF,Generic Timing Belt / Chain,IFAT-3D26-CBCE-5425,2022-10-31,222.13,EUR,True,True,"Nord,BMV,Feramborghini,Mecentley,WV",True,True,True
Engine System,Exhaust Manifold SFO,Generic Exhaust Manifold,IFAT-DBFB-0150-4054,2024-11-03,1990.95,EUR,True,True,Nord,True,False,False
Engine System,Engine Mounts T7K,Secure engine to frame and absorb vibration.,IFAT-899C-0E60-11D1,2017-03-11,942.31,EUR,True,True,"WV,Feramborghini,BMV,Mecentley,Nord",False,False,False
Engine System,Throttle Body A8S,Generic Throttle Body,IFAT-F3EC-7E00-7BA1,2023-04-03,906.57,EUR,True,False,"BMV,Feramborghini,WV,Mecentley",False,True,True
Engine System,"Valves (Intake, Exhaust) V2E","Generic Valves (Intake, Exhaust)",IFAT-96A4-0511-A2B9,2022-12-13,1961.7,EUR,True,True,Mecentley,False,True,False
Engine System,Throttle Body 5EM,Controls airflow into the engine.,IFAT-E4E9-C8F1-701D,2024-01-02,235.38,EUR,True,True,Feramborghini,False,True,True
Engine System,ECU SJE,Controls engine performance.,IFAT-3AB9-195A-B13C,2024-02-11,1575.43,EUR,True,True,"WV,BMV,Mecentley",True,True,False
Engine System,Exhaust Manifold 13S,Collects exhaust gases from cylinders.,IFAT-3B93-CA41-526B,2020-10-09,160.97,EUR,True,True,"Mecentley,BMV,Feramborghini",True,False,True
Engine System,Valve Springs 9UW,Generic Valve Springs,IFAT-1F1E-50A5-8686,2016-02-23,557.78,EUR,True,True,Mecentley,False,True,True
Engine System,Air Filter FUK,Generic Air Filter,IFAT-2D3E-D875-BDF0,2019-03-10,1529.48,EUR,True,True,"Nord,Feramborghini,BMV,WV",True,True,True
Engine System,Engine Block YO1,Main structure housing cylinders and other components.,IFAT-FABA-FE95-2D8A,2015-06-29,1316.15,EUR,False,True,"Mecentley,WV,Nord,Feramborghini",True,True,True
Engine System,Oil Filter ILE,Generic Oil Filter,IFAT-7EA8-FAED-2B2E,2023-03-22,460.9,EUR,False,False,"Mecentley,BMV",True,True,True
Engine System,Engine Mounts O8O,Generic Engine Mounts,IFAT-A704-F8DE-2404,2018-03-29,743.6,EUR,True,False,Mecentley,True,True,True
Engine System,Timing Cover R5N,Generic Timing Cover,IFAT-FAAD-60C2-370A,2023-05-19,500.26,EUR,True,True,"WV,Mecentley",False,False,True
Engine System,Engine Mounts M4O,Secure engine to frame and absorb vibration.,IFAT-14A1-108B-6C0D,2024-06-19,1202.5,EUR,True,False,Feramborghini,True,True,False
Engine System,Oil Pump MXZ,Circulates oil through the engine.,IFAT-AE20-4BF4-FB4C,2022-11-26,172.38,EUR,True,True,"Mecentley,Nord,BMV,Feramborghini",True,False,False
Engine System,Spark Plugs WU9,Generic Spark Plugs,IFAT-2A5D-8747-8714,2025-03-02,1623.25,EUR,True,True,"Mecentley,Feramborghini,BMV,WV",True,True,False
Engine System,Engine Mounts VWW,Secure engine to frame and absorb vibration.,IFAT-0457-77D7-0A5C,2015-05-15,1014.44,EUR,True,True,"BMV,WV,Nord,Mecentley,Feramborghini",True,True,False
Engine System,Timing Cover 5Z6,Generic Timing Cover,IFAT-CA81-C9BB-5722,2021-09-06,43.77,EUR,True,True,"Mecentley,BMV",False,True,False
Engine System,Oil Pump 8I3,Circulates oil through the engine.,IFAT-78A9-ADF2-9993,2021-12-28,601.73,EUR,False,True,"Nord,Feramborghini",True,False,True
Engine System,Engine Mounts 2I6,Generic Engine Mounts,IFAT-3BFC-6BBF-156A,2021-06-29,626.43,EUR,True,False,"BMV,Feramborghini,Nord",True,True,False
Engine System,Air Filter TNH,Filters air before it enters the engine.,IFAT-1768-D380-8376,2023-12-03,970.88,EUR,False,True,"BMV,Feramborghini,Nord",True,True,False
Engine System,Engine Block WPO,Main structure housing cylinders and other components.,IFAT-B542-42FA-5245,2022-07-18,441.97,EUR,True,True,Nord,False,False,True
Engine System,Air Filter BNH,Generic Air Filter,IFAT-89FE-99C4-EA08,2022-11-23,1966.77,EUR,True,True,"Feramborghini,Mecentley,WV,Nord,BMV",False,False,False
Engine System,Crankshaft FPL,Converts piston movement into rotational motion.,IFAT-8557-B6CC-414E,2025-03-21,639.69,EUR,True,True,"WV,Feramborghini",True,True,False
Engine System,Timing Belt BXF,Synchronizes rotation of the crankshaft and camshaft.,IFAT-52FF-2A1A-4D3C,2024-07-21,1539.06,EUR,True,False,"Mecentley,Feramborghini,WV",True,False,True
Engine System,Serpentine Belt IDC,Drives multiple engine accessories.,IFAT-3BFC-84E3-FBF4,2024-07-16,1732.24,EUR,False,True,"BMV,WV,Mecentley,Feramborghini",True,True,True
Engine System,Spark Plugs O3B,Ignite air/fuel mixture in combustion chamber.,IFAT-8F41-3191-64D3,2020-09-29,1368.95,EUR,True,True,WV,True,True,True
Engine System,Oil Pump B68,Circulates oil through the engine.,IFAT-4729-8804-8F39,2019-08-10,1271.55,EUR,True,True,"Mecentley,Feramborghini",True,True,True
Engine System,Timing Belt / Chain 6MT,Synchronizes rotation of the crankshaft and camshaft.,IFAT-0409-1711-D469,2023-02-18,1294.24,EUR,True,True,BMV,True,True,False
Engine System,Distributor U6I,Distributes spark to the correct cylinder.,IFAT-2452-4759-79B0,2021-04-05,492.57,EUR,True,True,"WV,Mecentley,Nord",True,True,False
Engine System,Glow Plugs (Diesel) 19D,Generic Glow Plugs (Diesel),IFAT-150E-734F-EDDC,2022-01-08,47.15,EUR,False,True,Mecentley,True,True,True
Engine System,Camshaft WJT,Operates the engine’s valves via lobes.,IFAT-2E4C-ADAF-0BD1,2025-04-03,1478.34,EUR,True,True,"Nord,WV,Feramborghini",True,True,False
Engine System,Intake Manifold 04S,Generic Intake Manifold,IFAT-1410-3262-96FE,2020-11-27,503.44,EUR,True,True,BMV,True,True,True
Engine System,Engine Control Unit (ECU) 3T2,Generic Engine Control Unit (ECU),IFAT-4155-E29C-E3EA,2020-01-19,565.93,EUR,True,True,"Nord,Mecentley,BMV,WV",True,True,True
Engine System,Valve Springs KBW,Ensure valves close properly.,IFAT-E007-9CAA-D7F8,2017-09-13,154.03,EUR,True,True,"Feramborghini,Mecentley,Nord,WV,BMV",True,True,True
Engine System,Tappets 9GM,Link camshaft with pushrods.,IFAT-883C-A55C-E6BE,2015-02-06,66.99,EUR,True,True,"Feramborghini,Mecentley,Nord,BMV",False,True,True
Engine System,Tappets 1S5,Link camshaft with pushrods.,IFAT-BBFC-CB40-94A0,2021-05-20,881.58,EUR,True,True,"Mecentley,WV,Feramborghini,BMV",False,False,True
Engine System,Distributor SIY,Distributes spark to the correct cylinder.,IFAT-E576-8476-34BE,2019-03-28,1136.87,EUR,True,True,"WV,Mecentley",True,False,True
Engine System,Harmonic Balancer 3FP,Reduces engine vibration.,IFAT-3FF7-6CFA-9B0A,2019-12-11,190.02,EUR,False,True,"Mecentley,WV",False,True,False
Engine System,Engine Mounts WDJ,Generic Engine Mounts,IFAT-5DE7-9752-48A0,2015-09-19,89.83,EUR,True,False,"Mecentley,Nord,Feramborghini,WV",False,False,True
Engine System,Cylinder Head IHV,Generic Cylinder Head,IFAT-0AB7-7E35-7434,2024-02-03,1391.31,EUR,True,True,WV,True,True,True
Engine System,Distributor IZ2,Generic Distributor,IFAT-FF4A-5FCA-3C16,2017-04-11,1311.07,EUR,True,True,"Mecentley,BMV,Nord,Feramborghini,WV",True,True,True
Engine System,Oil Pump T9N,Generic Oil Pump,IFAT-62CC-8C73-60AF,2023-07-15,1450.61,EUR,True,True,BMV,True,True,True
Engine System,Drive Belt 8KE,"Drives alternator, AC compressor, etc.",IFAT-150C-118E-AAA1,2015-10-01,1404.89,EUR,True,True,"WV,BMV",False,True,True
Engine System,Dipstick D6S,Measures oil level.,IFAT-89D5-2A34-11E1,2018-03-17,254.23,EUR,True,False,"BMV,Nord,Feramborghini,WV",True,True,True
Engine System,Engine Mounts QAR,Secure engine to frame and absorb vibration.,IFAT-C6DA-9613-965C,2020-01-28,263.57,EUR,True,False,"BMV,Nord,Mecentley,Feramborghini",True,True,False
Engine System,Air Filter DQM,Generic Air Filter,IFAT-1FAD-4BF2-329C,2025-01-16,1026.7,EUR,True,True,"BMV,Feramborghini,WV,Nord",False,False,True
Engine System,Camshaft 3E2,Operates the engine’s valves via lobes.,IFAT-CB68-2F69-1CEF,2015-02-26,626.76,EUR,False,True,"Mecentley,BMV,WV,Nord",False,False,True
Engine System,Pushrods 10W,Generic Pushrods,IFAT-A9A3-DB79-5D47,2019-11-20,1588.35,EUR,False,True,"Nord,Mecentley,Feramborghini,WV",False,False,True
Engine System,Oil Cooler 9MB,Cools the engine oil.,IFAT-892C-A454-5D50,2018-03-08,68.01,EUR,True,True,"BMV,Mecentley,WV",True,True,True
Engine System,Camshaft DMG,Operates the engine’s valves via lobes.,IFAT-EFB7-05DA-1525,2025-05-27,1450.26,EUR,True,False,"BMV,WV,Nord,Feramborghini,Mecentley",True,False,True
Engine System,Pistons K7M,Generic Pistons,IFAT-F6C5-B9E0-8F16,2023-03-19,51.7,EUR,True,False,"Mecentley,Feramborghini",False,True,False
Engine System,Drive Belt MN3,Generic Drive Belt,IFAT-52E2-C50D-D5C5,2019-03-27,1335.07,EUR,False,False,"BMV,Mecentley,Feramborghini",True,True,True
Engine System,Spark Plugs CIM,Ignite air/fuel mixture in combustion chamber.,IFAT-6221-A629-CA89,2015-05-24,544.94,EUR,False,True,"Feramborghini,BMV,Nord,Mecentley,WV",True,False,False
Engine System,Turbocharger 55G,Forces more air into the engine.,IFAT-EE21-82B1-3824,2015-07-31,255.75,EUR,True,True,Feramborghini,False,True,True
Engine System,Intercooler 3M8,Generic Intercooler,IFAT-8D07-3816-0B97,2017-04-10,159.53,EUR,True,False,"Feramborghini,WV,Mecentley",False,False,True
Engine System,Pistons I2J,Move up and down in cylinders to compress and combust fuel.,IFAT-D51A-6EE5-0425,2019-03-16,1655.59,EUR,True,True,"BMV,WV,Feramborghini,Nord",True,True,True
Engine System,Spark Plugs YV6,Generic Spark Plugs,IFAT-53F8-F20C-7144,2022-07-17,117.98,EUR,True,True,"WV,BMV,Nord",True,True,False
Engine System,Oil Pump BP9,Circulates oil through the engine.,IFAT-5CE3-69A3-4837,2025-11-18,1019.92,EUR,False,False,"Feramborghini,WV",True,True,True
Engine System,Serpentine Belt K1W,Generic Serpentine Belt,IFAT-C321-31EA-707B,2015-01-07,946.31,EUR,True,True,"WV,Feramborghini",True,True,True
Engine System,Valve Springs OGO,Ensure valves close properly.,IFAT-BCFD-1A0F-B5C1,2020-08-10,575.76,EUR,True,False,Feramborghini,True,False,False
Engine System,Camshaft X4B,Operates the engine’s valves via lobes.,IFAT-2D4F-2248-E684,2016-04-29,1419.54,EUR,False,True,"Feramborghini,Mecentley,WV",True,False,False
Engine System,Tappets / Lifters XFJ,Generic Tappets / Lifters,IFAT-CABF-566B-8B2A,2021-01-31,1787.76,EUR,True,True,"Nord,WV,Mecentley",True,False,True
Engine System,Air Filter 8EA,Generic Air Filter,IFAT-5B54-F38B-EA69,2022-12-31,90.97,EUR,True,True,"Nord,Mecentley,Feramborghini,BMV,WV",False,True,True
Engine System,Camshaft 5R2,Operates the engine’s valves via lobes.,IFAT-5B13-F60D-B6F5,2017-09-05,708.19,EUR,False,False,"Nord,Mecentley,Feramborghini",True,False,True
Engine System,Spark Plugs 86U,Ignite air/fuel mixture in combustion chamber.,IFAT-E435-3C20-B9E0,2025-01-30,546.01,EUR,True,True,"Mecentley,Nord,BMV",True,True,True
Engine System,Pistons 0TF,Generic Pistons,IFAT-0356-AE94-64D1,2015-09-16,1609.59,EUR,True,True,"Feramborghini,Mecentley,BMV,WV,Nord",True,False,False
Engine System,Throttle Body UGO,Generic Throttle Body,IFAT-8797-63CC-065D,2019-02-06,345.04,EUR,True,True,Feramborghini,True,False,True
Engine System,Crankshaft VS7,Converts piston movement into rotational motion.,IFAT-80F9-BA18-53F7,2020-10-11,1769.23,EUR,True,True,Feramborghini,True,True,True
Engine System,Oil Cooler O7Z,Cools the engine oil.,IFAT-BAA0-237A-7CFA,2016-05-09,253.12,EUR,False,True,"Nord,WV,Mecentley,Feramborghini",True,False,False
Engine System,Glow Plugs LDX,Preheat air in diesel engines.,IFAT-DB7C-DA90-0CC3,2024-11-22,128.49,EUR,True,True,"Nord,Feramborghini,WV,BMV,Mecentley",False,False,False
Engine System,Dipstick XDN,Generic Dipstick,IFAT-4F2F-C83F-11AF,2017-01-04,1126.15,EUR,True,True,"Feramborghini,BMV,Mecentley,Nord",True,True,False
Engine System,Harmonic Balancer FTR,Reduces engine vibration.,IFAT-0390-575D-23FD,2019-10-10,1045.25,EUR,True,True,"Mecentley,Feramborghini,WV",False,False,False
Engine System,Spark Plugs ZLV,Generic Spark Plugs,IFAT-F9FF-37D8-42CD,2016-04-21,1697.23,EUR,True,True,"WV,Feramborghini,Mecentley",True,True,True
Engine System,Distributor 5C9,Distributes spark to the correct cylinder.,IFAT-8E4E-2D63-50C1,2020-04-11,1624.28,EUR,True,True,"Feramborghini,BMV",True,False,False
Engine System,Crankshaft DW1,Generic Crankshaft,IFAT-C080-F3A4-EBD2,2022-12-22,1296.45,EUR,True,True,"Nord,BMV",False,True,True
Engine System,Engine Mounts Z5T,Generic Engine Mounts,IFAT-BEC1-D603-7692,2016-07-07,1519.95,EUR,True,False,"Nord,BMV,Mecentley",True,False,True
Engine System,Engine Block ZQ3,Main structure housing cylinders and other components.,IFAT-2341-493E-F489,2023-11-23,781.99,EUR,False,False,"BMV,Mecentley,Feramborghini,WV,Nord",True,False,False
Engine System,Cylinder Head O5G,Generic Cylinder Head,IFAT-40A7-82D3-9CC9,2016-07-09,1345.28,EUR,True,True,"WV,Nord,Feramborghini,BMV,Mecentley",True,False,True
Engine System,Spark Plugs 3A0,Ignite air/fuel mixture in combustion chamber.,IFAT-728A-0477-AA4C,2019-11-27,1753.12,EUR,True,True,BMV,False,True,False
Engine System,Drive Belt ZEB,Generic Drive Belt,IFAT-BFA2-9744-9D20,2022-01-23,654.15,EUR,True,True,"Feramborghini,Nord,BMV",True,False,True
Engine System,Air Filter B99,Filters air before it enters the engine.,IFAT-5FBB-98C4-21DC,2025-04-19,1545.16,EUR,True,False,"Nord,Feramborghini,WV,BMV",True,True,False
Engine System,Intercooler KOZ,Cools air from turbocharger.,IFAT-4FEB-1F3A-5D11,2015-06-21,1651.06,EUR,True,True,"BMV,WV,Nord",True,False,False
Engine System,Rocker Arms 2PE,Generic Rocker Arms,IFAT-96BD-CE46-7521,2024-12-31,1369.23,EUR,True,False,"Nord,Feramborghini,WV,BMV,Mecentley",True,True,True
Engine System,Crankshaft 57I,Converts piston movement into rotational motion.,IFAT-3CB1-12F0-A828,2025-11-20,1085.49,EUR,True,True,"Nord,Feramborghini",True,True,True
Engine System,Air Filter OOH,Filters air before it enters the engine.,IFAT-51F6-E706-BC95,2021-10-23,359.28,EUR,False,False,"BMV,Mecentley,WV",False,False,False
Engine System,Oil Filter 7RG,Generic Oil Filter,IFAT-1398-18C8-4D9C,2024-03-09,896.71,EUR,True,False,"WV,Nord,Feramborghini",False,True,False
Engine System,Exhaust Manifold 3CT,Generic Exhaust Manifold,IFAT-0174-2AE8-99C7,2022-09-20,970.82,EUR,True,True,"Mecentley,Nord",False,False,True
Engine System,Carburetor (older models) 9SF,Generic Carburetor (older models),IFAT-C5CA-B991-1764,2019-11-22,500.55,EUR,True,True,"Feramborghini,WV",False,True,True
Engine System,Glow Plugs Q2O,Preheat air in diesel engines.,IFAT-9427-6D64-AFC9,2019-01-31,1578.77,EUR,True,False,Feramborghini,True,True,False
Engine System,Serpentine Belt 67H,Generic Serpentine Belt,IFAT-FB2B-308C-18D1,2015-06-15,92.21,EUR,False,False,"BMV,Nord,Feramborghini",True,True,False
Engine System,Timing Belt IBJ,Synchronizes rotation of the crankshaft and camshaft.,IFAT-7BEA-EC3E-43DC,2015-02-18,1721.27,EUR,True,True,Feramborghini,True,True,True
Engine System,Turbocharger KJ7,Forces more air into the engine.,IFAT-170F-4125-AE23,2025-08-03,161.79,EUR,True,True,Nord,True,False,False
Engine System,Throttle Body CIR,Generic Throttle Body,IFAT-4AA2-CAE8-3E25,2025-03-02,1228.17,EUR,True,True,WV,False,False,True
Engine System,Oil Cooler Y6I,Generic Oil Cooler,IFAT-1DA5-0E34-C6B0,2018-09-08,714.81,EUR,True,True,Mecentley,False,False,False
Engine System,Supercharger DOU,Boosts engine power via air compression.,IFAT-C2D8-3C6F-BEF1,2019-12-23,1410.67,EUR,False,True,"Feramborghini,WV",False,True,True
Engine System,ECU NL4,Controls engine performance.,IFAT-FD25-3B63-A4FD,2020-11-16,1234.73,EUR,True,False,"Nord,Feramborghini,BMV,Mecentley,WV",True,True,True
Engine System,Air Filter DN7,Filters air before it enters the engine.,IFAT-131B-9960-F7C6,2021-08-30,1941.54,EUR,True,False,"BMV,Nord",True,True,False
Engine System,"Valves (Intake, Exhaust) QEE","Generic Valves (Intake, Exhaust)",IFAT-FFAF-AA6B-BA41,2024-03-03,707.99,EUR,True,True,Mecentley,False,True,True
Engine System,Harmonic Balancer T7R,Generic Harmonic Balancer,IFAT-4FCD-57D5-9B2D,2016-02-29,787.54,EUR,True,True,"Feramborghini,Mecentley",False,False,False
Engine System,Ignition Coils PNP,Generic Ignition Coils,IFAT-A3E6-0839-1B0B,2023-08-10,638.28,EUR,True,True,"WV,Mecentley,Feramborghini,BMV",False,False,True
Engine System,Intake Manifold 6CZ,Generic Intake Manifold,IFAT-E94C-0E0C-8CCD,2023-01-16,1363.8,EUR,True,True,"Feramborghini,WV,Mecentley",False,True,True
Engine System,Engine Block G6F,Main structure housing cylinders and other components.,IFAT-8D49-DADA-CE22,2025-02-08,712.75,EUR,True,False,BMV,True,False,False
Engine System,Timing Cover ACV,Protects the timing belt or chain.,IFAT-4F65-7AD9-5DFB,2023-01-17,1727.44,EUR,False,True,"WV,BMV,Nord,Mecentley",False,False,False
Engine System,Serpentine Belt 7U0,Drives multiple engine accessories.,IFAT-6F96-5A97-6544,2025-05-12,769.14,EUR,True,False,"Nord,Mecentley,BMV,Feramborghini,WV",True,True,True
Engine System,Turbocharger / Supercharger WN7,Generic Turbocharger / Supercharger,IFAT-F8F9-64E7-5C8F,2025-05-24,1731.43,EUR,True,False,"Nord,Mecentley,Feramborghini,WV,BMV",True,True,True
Engine System,Harmonic Balancer CJR,Generic Harmonic Balancer,IFAT-9847-8122-B1B9,2015-10-05,1222.57,EUR,True,False,WV,True,True,True
Engine System,Rocker Arms KNO,Transfer movement from camshaft to valves.,IFAT-19C3-00AA-7BD3,2015-05-26,859.47,EUR,True,True,"Feramborghini,BMV,Nord",False,True,False
Engine System,Timing Belt H3Q,Synchronizes rotation of the crankshaft and camshaft.,IFAT-DBBF-937B-8DFE,2018-05-21,1375.76,EUR,True,False,"BMV,Nord",True,True,True
Engine System,Drive Belt JQ2,"Drives alternator, AC compressor, etc.",IFAT-C46F-010D-2BAC,2018-12-29,1856.32,EUR,True,True,"BMV,Mecentley,Nord,Feramborghini,WV",False,False,True
Engine System,Oil Cooler H74,Generic Oil Cooler,IFAT-386F-DE9A-56FB,2025-02-16,884.61,EUR,True,True,"WV,Mecentley,Feramborghini,BMV",True,True,True
Engine System,Air Filter FMG,Filters air before it enters the engine.,IFAT-A591-EC2C-2631,2017-09-03,814.26,EUR,True,True,"WV,Mecentley,Nord,BMV,Feramborghini",True,False,False
Engine System,Dipstick P4W,Generic Dipstick,IFAT-2B81-4C9A-9E9E,2019-10-07,707.97,EUR,True,True,"Nord,Feramborghini,WV,Mecentley,BMV",True,False,True
Engine System,Throttle Body JDI,Controls airflow into the engine.,IFAT-5D3F-3D23-E803,2020-11-15,962.58,EUR,True,True,Feramborghini,True,False,False
Engine System,Oil Cooler MS8,Generic Oil Cooler,IFAT-1516-CA92-45BF,2016-01-26,1966.73,EUR,True,True,"WV,BMV,Nord,Feramborghini,Mecentley",True,False,False
Engine System,Crankshaft 3OR,Generic Crankshaft,IFAT-13D4-3F82-F42B,2016-09-11,860.98,EUR,True,True,"Feramborghini,BMV",True,False,True
Engine System,Pistons 0JV,Move up and down in cylinders to compress and combust fuel.,IFAT-7E1F-7F54-2486,2015-03-15,1179.16,EUR,True,True,"Nord,WV,Feramborghini,Mecentley",False,True,True
Engine System,Camshaft RMB,Operates the engine’s valves via lobes.,IFAT-BC39-D8F4-97D1,2021-01-24,651.13,EUR,True,True,"WV,Nord,Feramborghini",True,False,True
Engine System,Oil Filter VVL,Generic Oil Filter,IFAT-4E20-195D-13F0,2022-04-23,1622.99,EUR,False,True,"BMV,Mecentley,WV",False,True,False
Engine System,Harmonic Balancer LTP,Generic Harmonic Balancer,IFAT-E85C-E929-0375,2019-03-07,1006.24,EUR,True,True,"Feramborghini,WV,BMV,Mecentley",True,False,True
Engine System,Oil Cooler JFN,Cools the engine oil.,IFAT-E2CC-D106-C7CF,2020-12-19,548.54,EUR,True,False,"Mecentley,Feramborghini,WV,BMV",True,False,True
Engine System,Valves J2J,Control intake and exhaust of air/fuel mixture.,IFAT-2E62-CD71-3C5E,2018-04-03,289.83,EUR,True,True,"WV,BMV",True,False,False
