category,name,description,serial,production_date,price,currency,authorised,in_stock,compatible_brands,digitallyTracked,obsolete,customFabricated,limitedEdition,safetyCritical,ecoFriendly,hazardousMaterial,recalled
Cooling & HVAC System,Fan Clutch 903,Engages fan as needed.,FQS-1D6D-DE9C-0A04,2019-06-19,1514.21,GBP,True,True,"Nord,BMV,Feramborghini,WV",True,True,True,True,False,False,True,True
Cooling & HVAC System,A/C Dryer 082,Generic A/C Dryer,FQS-6DC5-F46B-76A4,2016-12-19,1077.22,GBP,True,True,"WV,BMV,Nord,Mecentley,Feramborghini",True,True,True,True,False,True,True,False
Cooling & HVAC System,Expansion Valve 600,Controls refrigerant flow.,FQS-EEFE-4B27-4770,2017-11-28,26.58,GBP,True,True,Feramborghini,False,False,True,True,False,True,False,False
Cooling & HVAC System,Thermostat 066,Regulates engine coolant temperature.,FQS-2D2A-87EC-2707,2021-06-12,879.5,GBP,True,True,"WV,Mecentley,BMV",False,True,False,False,False,False,False,False
Cooling & HVAC System,Thermostat Housing 928,Encases the thermostat.,FQS-943E-A3CD-ABEA,2019-01-01,524.05,GBP,True,True,"BMV,WV",True,False,True,True,True,True,True,False
Cooling & HVAC System,Expansion Valve 259,Controls refrigerant flow.,FQS-EF69-04F4-4E33,2018-10-19,1541.82,GBP,True,False,"Nord,Feramborghini,BMV,WV",True,True,True,False,False,False,True,True
Cooling & HVAC System,Thermostat Housing 054,Generic Thermostat Housing,FQS-D170-ECCD-38F2,2017-08-02,1516.48,GBP,False,False,"WV,BMV,Feramborghini,Nord,Mecentley",True,True,True,True,False,False,True,False
Cooling & HVAC System,A/C Lines 515,Transport refrigerant.,FQS-F415-8CFE-26E4,2024-10-13,1948.07,GBP,True,True,"Mecentley,WV,Feramborghini",True,True,False,True,True,True,False,False
Cooling & HVAC System,A/C Dryer 515,Generic A/C Dryer,FQS-3B97-B94D-C53C,2019-06-04,459.7,GBP,True,True,"Feramborghini,Mecentley,Nord",True,True,True,False,True,True,True,False
Cooling & HVAC System,Water Pump 983,Circulates coolant through engine.,FQS-6740-C86B-2249,2025-11-18,1975.51,GBP,True,True,BMV,False,False,False,True,True,True,True,True
Cooling & HVAC System,A/C Condenser 100,Generic A/C Condenser,FQS-D07E-A3BF-8791,2017-01-12,1122.29,GBP,True,True,"Feramborghini,Nord,WV",True,True,True,True,True,True,False,True
Cooling & HVAC System,Cooling Fan 055,Assists in radiator cooling.,FQS-1D14-165D-48E3,2024-04-21,1963.62,GBP,True,True,BMV,False,True,False,True,True,True,False,True
Cooling & HVAC System,Radiator Cap 168,Seals radiator and maintains pressure.,FQS-68EE-9570-0D37,2025-02-22,1124.85,GBP,True,True,BMV,True,True,True,False,False,False,False,False
Cooling & HVAC System,Thermostat Housing 922,Encases the thermostat.,FQS-1EA3-4C20-1D47,2022-08-05,1473.79,GBP,False,False,"WV,Feramborghini,Mecentley,BMV",True,False,False,False,False,False,False,True
Cooling & HVAC System,A/C Compressor 313,Compresses refrigerant for air conditioning.,FQS-43EC-659A-8CF2,2020-11-17,1787.41,GBP,True,True,"Nord,WV,Mecentley,BMV",True,True,True,True,True,True,False,False
Cooling & HVAC System,A/C Dryer 099,Removes moisture from refrigerant.,FQS-2AEB-42A9-994A,2022-12-23,507.53,GBP,True,True,"Nord,WV,BMV,Feramborghini,Mecentley",True,False,True,False,True,True,True,True
Cooling & HVAC System,Radiator Cap 587,Generic Radiator Cap,FQS-8157-C4DE-19E5,2019-01-16,1294.92,GBP,True,True,"Nord,WV",True,False,True,True,True,True,False,False
Cooling & HVAC System,A/C Lines 754,Transport refrigerant.,FQS-496B-EF99-45CD,2023-04-15,1875.31,GBP,True,True,Feramborghini,False,True,True,True,False,True,False,False
Cooling & HVAC System,Radiator 140,Dissipates heat from engine coolant.,FQS-74E4-8F21-718F,2017-07-04,232.88,GBP,True,True,"Nord,BMV,Mecentley,Feramborghini,WV",False,True,True,True,False,True,False,False
Cooling & HVAC System,Fan Clutch 819,Generic Fan Clutch,FQS-72B3-62C1-F876,2025-08-20,1011.94,GBP,False,True,"Mecentley,BMV,WV,Nord",True,True,True,False,True,True,False,True
Cooling & HVAC System,Thermostat 244,Regulates engine coolant temperature.,FQS-9BED-57F4-D53C,2015-07-30,1319.17,GBP,True,True,"WV,Feramborghini,BMV,Nord,Mecentley",True,False,True,True,True,False,False,False
Cooling & HVAC System,Water Pump 087,Circulates coolant through engine.,FQS-05EA-0CC3-355B,2019-03-11,1034.65,GBP,True,True,Mecentley,True,True,True,False,True,False,True,True
Cooling & HVAC System,Cooling Fan 119,Generic Cooling Fan,FQS-FC8D-E644-B715,2019-05-28,1062.59,GBP,False,True,"Nord,Feramborghini,WV,Mecentley",True,True,True,False,False,True,True,True
Cooling & HVAC System,Cooling Fan 540,Generic Cooling Fan,FQS-9A8B-C415-3E3E,2015-06-04,1209.92,GBP,True,True,"Nord,Feramborghini,Mecentley,BMV",False,True,True,True,False,True,False,False
Cooling & HVAC System,Cooling Fan 072,Generic Cooling Fan,FQS-6D57-63DF-B475,2024-12-15,1646.63,GBP,False,False,"Mecentley,BMV,WV,Nord,Feramborghini",True,True,False,True,True,False,False,False
Cooling & HVAC System,Thermostat 026,Generic Thermostat,FQS-1A67-3656-0A46,2017-10-11,119.11,GBP,True,True,"Mecentley,WV",True,True,True,True,False,True,True,False
Cooling & HVAC System,Expansion Valve 814,Generic Expansion Valve,FQS-E75A-1CA4-1F10,2015-03-21,1350.41,GBP,True,True,"Mecentley,BMV",True,True,False,False,True,True,False,False
Cooling & HVAC System,Heater Blower Motor 699,Generic Heater Blower Motor,FQS-5861-BAD9-880B,2020-12-03,1358.91,GBP,False,True,"BMV,Feramborghini",True,True,True,True,False,False,False,False
Cooling & HVAC System,Radiator Cap 064,Generic Radiator Cap,FQS-5D5D-BFCD-AA18,2021-10-31,537.15,GBP,True,True,BMV,True,True,False,False,True,True,True,True
Cooling & HVAC System,A/C Lines 326,Transport refrigerant.,FQS-F207-CC47-76B2,2018-10-21,1418.79,GBP,False,False,"BMV,Mecentley",False,True,True,True,True,True,False,True
Cooling & HVAC System,Radiator Cap 080,Generic Radiator Cap,FQS-AAE7-72BB-7965,2021-11-26,1290.32,GBP,True,True,"Feramborghini,Mecentley,WV,BMV,Nord",False,True,True,True,True,True,True,False
Cooling & HVAC System,Thermostat Housing 186,Encases the thermostat.,FQS-8E8E-D071-9F14,2020-03-28,1541.81,GBP,False,False,Feramborghini,False,False,False,True,True,True,True,False
Cooling & HVAC System,A/C Compressor 208,Compresses refrigerant for air conditioning.,FQS-20B6-EEA9-78AB,2017-12-31,29.11,GBP,True,True,"Nord,Mecentley,Feramborghini,WV,BMV",False,False,False,True,True,True,False,True
Cooling & HVAC System,Radiator 506,Dissipates heat from engine coolant.,FQS-B9A9-F7A3-4A60,2021-07-07,821.23,GBP,True,True,"Nord,BMV,Mecentley",False,True,False,True,True,True,False,False
Interior Components,Seatbelts 841,Generic Seatbelts,FQS-C91F-4BD9-6178,2020-07-15,37.56,GBP,False,True,WV,True,True,False,True,False,False,True,False
Interior Components,Seats 654,Generic Seats,FQS-A8A0-5409-6E72,2024-10-23,1668.55,GBP,True,True,BMV,False,False,True,True,True,False,False,False
Interior Components,Floor Mats 930,Generic Floor Mats,FQS-436A-8FFF-20F7,2018-12-10,1253.41,GBP,True,True,Mecentley,True,False,True,True,False,False,True,True
Interior Components,Rearview Mirror 724,Generic Rearview Mirror,FQS-EF5F-D71F-B75F,2018-08-16,427.64,GBP,True,True,Feramborghini,False,False,True,False,True,True,True,True
Interior Components,Headliner 762,Generic Headliner,FQS-DB97-3660-0197,2022-08-05,635.83,GBP,False,True,Mecentley,True,True,True,True,False,True,True,True
Interior Components,Seat Motors 718,Generic Seat Motors,FQS-CCC1-96E5-CFBC,2021-07-10,528.54,GBP,True,True,"Feramborghini,Nord,WV,BMV",True,True,True,True,False,True,False,True
Interior Components,Sun Visors 717,Generic Sun Visors,FQS-64FB-5B33-CE66,2021-10-10,850.49,GBP,True,True,"Nord,Mecentley,Feramborghini,WV",False,True,True,True,True,True,True,False
Interior Components,Floor Mats 929,Generic Floor Mats,FQS-A324-8319-588D,2023-01-11,1374.18,GBP,True,True,"Nord,Mecentley,Feramborghini,BMV",True,False,False,False,False,True,True,False
Interior Components,Glove Box 288,Generic Glove Box,FQS-E107-3D64-46BC,2024-10-06,1938.48,GBP,False,True,"WV,Nord,Feramborghini,BMV,Mecentley",False,True,True,True,False,False,True,False
Interior Components,Glove Box 588,Compartment for storing small items.,FQS-F731-2A25-196C,2017-06-28,402.84,GBP,True,True,"BMV,Nord,Mecentley,Feramborghini,WV",True,False,True,True,False,True,False,True
Interior Components,"Gauges (Speedometer, Tachometer, Fuel, Temp) 192","Generic Gauges (Speedometer, Tachometer, Fuel, Temp)",FQS-92BD-647B-9513,2016-12-09,1383.41,GBP,True,True,BMV,False,False,True,False,True,True,False,True
Interior Components,Rearview Mirror 539,Generic Rearview Mirror,FQS-0AF4-A727-F2A6,2019-10-30,303.52,GBP,True,True,"BMV,Mecentley,Feramborghini,WV,Nord",True,False,True,False,False,False,True,False
Interior Components,Glove Box 927,Compartment for storing small items.,FQS-9E2F-0EBF-3337,2017-01-23,598.3,GBP,True,True,"Feramborghini,Mecentley,BMV,Nord",True,False,False,True,True,True,True,True
Interior Components,Seat Motors 155,Generic Seat Motors,FQS-AA10-20C7-D261,2020-08-01,526.29,GBP,True,False,Mecentley,False,False,False,True,False,True,False,False
Interior Components,Seat Motors 371,Generic Seat Motors,FQS-B89C-4901-6EAB,2020-05-30,1840.7,GBP,True,True,"Mecentley,Nord",False,False,False,True,True,True,False,False
Interior Components,Center Console 852,Generic Center Console,FQS-7893-19FA-6937,2023-07-21,798.62,GBP,True,False,"Mecentley,Feramborghini,WV,BMV",False,True,True,True,True,False,True,True
Interior Components,Handbrake Lever 149,Generic Handbrake Lever,FQS-85A6-AB2A-6C0F,2024-06-10,990.15,GBP,True,False,"BMV,Nord",True,True,False,True,True,True,True,True
Interior Components,Glove Box 939,Generic Glove Box,FQS-98BB-84E0-A236,2024-04-01,74.19,GBP,True,True,"BMV,Feramborghini,WV",True,False,False,True,True,True,False,True
Interior Components,Floor Mats 086,Generic Floor Mats,FQS-01BC-8815-02F7,2025-05-19,725.09,GBP,True,True,"Mecentley,WV,Feramborghini",True,True,True,True,True,True,False,True
Interior Components,Seatbelts 018,Generic Seatbelts,FQS-34DD-E60A-290D,2021-10-01,776.7,GBP,True,True,"BMV,Mecentley,WV,Nord,Feramborghini",True,False,False,False,True,False,False,False
Interior Components,Headliner 274,Generic Headliner,FQS-2FFD-9C95-BE98,2018-05-03,1573.0,GBP,True,True,"WV,Feramborghini,Nord,Mecentley,BMV",True,True,False,False,False,False,False,False
Interior Components,Handbrake Lever 207,Generic Handbrake Lever,FQS-9783-CE0E-06DD,2020-06-17,1597.24,GBP,True,True,"WV,Mecentley",True,True,False,False,True,True,True,False
Interior Components,Floor Mats 206,Generic Floor Mats,FQS-955D-FA16-6748,2020-08-31,18.73,GBP,True,True,Nord,True,True,True,True,False,False,True,True
Interior Components,Handbrake Lever 147,Generic Handbrake Lever,FQS-348F-EA21-0BD2,2020-08-26,698.08,GBP,True,True,WV,False,True,True,True,True,True,True,False
Interior Components,"Gauges (Speedometer, Tachometer, Fuel, Temp) 040","Generic Gauges (Speedometer, Tachometer, Fuel, Temp)",FQS-833A-79FF-0C07,2020-02-23,1576.87,GBP,True,True,BMV,True,True,True,False,True,True,True,True
Interior Components,Interior Trim Panels 054,Generic Interior Trim Panels,FQS-8653-2D92-C92B,2021-10-30,1862.35,GBP,True,False,"Feramborghini,BMV,Mecentley",False,True,False,False,False,False,False,False
Interior Components,Seatbelts 714,Generic Seatbelts,FQS-E103-C902-BBAA,2017-05-07,118.26,GBP,True,True,"BMV,Feramborghini",False,True,False,False,True,True,False,True
Interior Components,Glove Box 515,Generic Glove Box,FQS-1D87-1A32-9691,2018-12-30,1196.08,GBP,True,True,"WV,BMV,Mecentley,Feramborghini",False,False,False,True,False,False,True,True
Interior Components,Glove Box 396,Compartment for storing small items.,FQS-97BA-B490-BC62,2015-09-15,1022.4,GBP,True,True,"BMV,Mecentley",False,True,True,True,True,False,True,False
Interior Components,Glove Box 790,Generic Glove Box,FQS-9D70-FB67-A656,2017-07-05,132.14,GBP,False,True,"Mecentley,Nord",True,True,True,True,True,True,True,True
Interior Components,Seatbelts 970,Generic Seatbelts,FQS-A24D-16D0-9E94,2020-03-08,264.22,GBP,True,True,"Mecentley,Feramborghini,WV,BMV",True,False,False,True,True,True,False,True
Interior Components,Seatbelts 901,Secure passengers to reduce injury risk.,FQS-4507-4EDF-7994,2017-07-13,607.2,GBP,True,True,"BMV,Mecentley,WV",False,True,False,False,True,False,True,True
Interior Components,Dashboard 790,Houses instruments and controls in front of driver.,FQS-F765-9CA4-200C,2016-02-17,219.96,GBP,True,False,"WV,Mecentley,BMV",True,True,True,True,True,True,False,True
Interior Components,Dashboard 637,Houses instruments and controls in front of driver.,FQS-B534-DF32-D87C,2022-12-20,886.86,GBP,True,True,"Mecentley,Nord,BMV,WV,Feramborghini",False,False,True,True,False,True,True,True
Interior Components,Seats 153,Provide seating for vehicle occupants.,FQS-9B3F-4743-2798,2022-04-15,802.95,GBP,False,True,"BMV,Feramborghini,WV,Mecentley,Nord",False,False,True,False,False,True,True,True
Interior Components,Floor Mats 586,Generic Floor Mats,FQS-8C20-A3B5-A509,2023-11-26,1625.37,GBP,True,True,"BMV,WV,Mecentley,Feramborghini,Nord",False,True,False,False,True,False,False,False
Interior Components,Carpet 391,Generic Carpet,FQS-673A-C8FC-956C,2016-10-10,955.96,GBP,True,True,"WV,Feramborghini",True,False,True,False,True,True,True,True
Body and Exterior,Bumpers 303,Protects car front and rear from impacts.,FQS-087E-DC8B-C3B7,2015-10-20,1286.14,GBP,True,False,"Mecentley,BMV",True,True,False,True,False,True,True,False
Body and Exterior,Window Seals 191,Generic Window Seals,FQS-AA4B-EE82-2DB2,2015-09-27,1556.01,GBP,True,False,"WV,Feramborghini,Nord,BMV",True,False,True,False,True,True,True,True
Body and Exterior,Window Seals 570,Generic Window Seals,FQS-1A79-C89C-6C3C,2020-05-13,1521.45,GBP,False,True,Mecentley,False,True,True,False,True,True,True,True
Body and Exterior,"Bumpers (Front, Rear) 649","Generic Bumpers (Front, Rear)",FQS-BABB-B663-6D0D,2015-08-03,234.72,GBP,True,True,"Mecentley,Feramborghini",False,False,True,True,True,False,False,False
Body and Exterior,Side Mirrors 678,Generic Side Mirrors,FQS-2463-2527-87CF,2024-08-15,76.27,GBP,False,True,"Nord,BMV,WV,Feramborghini",False,True,True,True,False,False,False,True
Body and Exterior,Doors 515,Generic Doors,FQS-18D1-1FD0-6C61,2024-07-19,1430.91,GBP,True,False,WV,True,True,True,True,False,True,True,False
Body and Exterior,Antenna 577,Generic Antenna,FQS-95EC-9B00-21EC,2017-04-26,554.33,GBP,True,True,"Feramborghini,BMV,WV,Mecentley",False,True,False,True,True,False,True,True
Body and Exterior,Roof Rack 044,Generic Roof Rack,FQS-C2F9-972E-A00F,2023-01-04,712.93,GBP,True,True,"BMV,Nord",True,False,True,True,True,False,False,False
Body and Exterior,Fenders 424,Generic Fenders,FQS-4CEB-F9E8-019C,2018-12-29,575.19,GBP,False,False,"BMV,Feramborghini,WV,Mecentley,Nord",True,False,True,True,False,True,True,False
Body and Exterior,Side Mirrors 821,Generic Side Mirrors,FQS-AB23-845E-844D,2020-08-28,1105.19,GBP,True,True,"BMV,Mecentley,Feramborghini,Nord,WV",False,True,True,True,True,True,True,False
Body and Exterior,Windshield 446,Generic Windshield,FQS-11CD-DEFB-490A,2025-01-17,1078.4,GBP,True,False,"Mecentley,WV",False,True,False,True,True,False,True,True
Body and Exterior,Trunk 711,Storage compartment at rear of vehicle.,FQS-9F75-2FBF-8E27,2020-09-10,1064.05,GBP,True,True,WV,True,True,True,False,False,False,True,True
Body and Exterior,Grille 706,Generic Grille,FQS-4FC9-D525-AA3C,2022-05-25,1017.72,GBP,False,True,"BMV,Mecentley",False,True,True,False,False,True,True,False
Body and Exterior,Trunk / Boot 294,Generic Trunk / Boot,FQS-99AB-AAB7-17A9,2020-05-08,1986.29,GBP,True,True,"Nord,WV,Mecentley,Feramborghini",False,False,False,False,False,False,True,True
Body and Exterior,License Plate Holder 769,Generic License Plate Holder,FQS-8B73-503F-C3CC,2022-11-18,1426.93,GBP,True,True,WV,True,True,False,True,True,True,False,True
Body and Exterior,Grille 766,Generic Grille,FQS-C2BD-16DE-3ABE,2022-04-20,1935.65,GBP,False,True,Feramborghini,True,False,True,False,True,True,True,False
Body and Exterior,Rear Window 394,Generic Rear Window,FQS-F467-A2A5-86A9,2025-05-31,1090.35,GBP,True,True,"WV,BMV,Nord",False,True,False,False,True,False,True,True
Body and Exterior,Rear Window 106,Generic Rear Window,FQS-B5BE-2D40-E879,2024-03-13,21.64,GBP,True,True,"Mecentley,WV",True,False,True,False,False,True,False,True
Body and Exterior,Side Mirrors 984,Allow driver to view rear/side traffic.,FQS-B42C-29EB-CE56,2024-04-02,1709.44,GBP,True,False,"Feramborghini,Nord,BMV,WV,Mecentley",True,True,True,False,True,True,True,False
Body and Exterior,Hood / Bonnet 417,Generic Hood / Bonnet,FQS-4402-C9AA-B03C,2015-04-15,1509.88,GBP,True,True,"Nord,WV",False,False,True,True,True,True,True,True
Body and Exterior,Hood 721,Covers the engine compartment.,FQS-471F-B3D8-5D90,2018-09-04,401.43,GBP,False,True,"WV,BMV,Nord,Feramborghini,Mecentley",True,True,True,False,False,False,True,False
Body and Exterior,Hood 565,Covers the engine compartment.,FQS-FC54-4449-E1E3,2017-05-16,1847.14,GBP,False,True,"Feramborghini,Nord,WV,BMV,Mecentley",True,False,True,True,False,True,True,False
Body and Exterior,Antenna 303,Generic Antenna,FQS-359C-B020-08E7,2015-08-16,1518.23,GBP,True,False,"WV,BMV,Feramborghini",False,True,True,False,False,True,False,False
Body and Exterior,Side Mirrors 009,Allow driver to view rear/side traffic.,FQS-E872-1758-CD1D,2016-07-26,296.51,GBP,True,True,WV,True,True,False,False,True,False,False,True
Body and Exterior,Hood 891,Covers the engine compartment.,FQS-7BFB-DA25-3AB8,2021-05-23,648.22,GBP,False,True,WV,True,True,False,True,True,False,True,True
Body and Exterior,Wiper Arms 847,Generic Wiper Arms,FQS-8DB1-5211-CBBC,2021-08-03,824.67,GBP,False,True,"Nord,WV,BMV",False,True,True,True,True,True,True,True
Body and Exterior,Window Seals 414,Generic Window Seals,FQS-F833-0F77-C0A9,2019-03-18,1206.73,GBP,True,True,"Mecentley,Nord,BMV,Feramborghini,WV",True,False,True,True,True,False,True,False
Body and Exterior,Wiper Arms 638,Generic Wiper Arms,FQS-3E8D-7B38-F83D,2023-08-26,1467.12,GBP,False,True,"Nord,Mecentley,BMV",True,True,True,False,True,False,False,True
Body and Exterior,Trunk / Boot 568,Generic Trunk / Boot,FQS-3359-4F81-FF35,2016-04-17,1100.1,GBP,True,True,Feramborghini,True,True,True,True,False,False,True,False
Body and Exterior,"Bumpers (Front, Rear) 813","Generic Bumpers (Front, Rear)",FQS-92F9-9CE8-213E,2025-05-17,1820.17,GBP,False,True,"BMV,Feramborghini,Mecentley",False,False,False,True,False,True,True,True
Body and Exterior,Hood 274,Covers the engine compartment.,FQS-6B7D-F713-DC3E,2024-11-23,290.97,GBP,False,True,"BMV,Mecentley,Nord,WV,Feramborghini",False,False,True,False,True,True,True,True
Body and Exterior,Fenders 069,Generic Fenders,FQS-71D5-574D-5B06,2020-06-10,472.31,GBP,True,False,"WV,Feramborghini",False,False,True,True,True,False,True,True
Body and Exterior,Fenders 528,Generic Fenders,FQS-FF9F-708B-CCDC,2018-05-23,1073.57,GBP,False,False,"Feramborghini,WV,BMV,Mecentley",True,False,True,False,False,False,False,True
Body and Exterior,Side Mirrors 414,Generic Side Mirrors,FQS-4798-2531-6ABB,2024-03-12,651.18,GBP,True,True,Mecentley,True,True,False,False,True,False,True,True
Body and Exterior,Emblems / Badges 943,Generic Emblems / Badges,FQS-A1AB-158A-FEFB,2025-04-07,299.38,GBP,True,True,"Mecentley,Feramborghini",True,False,True,True,True,True,False,True
Body and Exterior,Wiper Arms 871,Generic Wiper Arms,FQS-0D83-CB93-2EF8,2022-06-11,860.0,GBP,True,True,"Mecentley,Nord,BMV,WV",False,True,True,True,True,True,False,False
Body and Exterior,Doors 466,Generic Doors,FQS-7C76-39CC-AC95,2017-12-14,1867.7,GBP,True,True,BMV,False,False,True,False,False,False,True,True
Body and Exterior,Grille 734,Generic Grille,FQS-0947-FDB0-91DA,2019-08-30,170.84,GBP,False,True,"BMV,WV,Feramborghini,Nord,Mecentley",True,False,True,False,False,True,True,True
Body and Exterior,Trunk / Boot 058,Generic Trunk / Boot,FQS-0D33-DDE6-9B02,2020-12-10,1509.5,GBP,True,True,Mecentley,True,False,False,True,True,True,True,True
Body and Exterior,"Bumpers (Front, Rear) 144","Generic Bumpers (Front, Rear)",FQS-593E-C8E9-F62D,2016-02-29,1534.85,GBP,True,True,"BMV,Nord,Feramborghini",False,True,True,True,False,False,True,False
Body and Exterior,Windshield 802,Generic Windshield,FQS-0B18-057C-D134,2022-02-20,1524.08,GBP,False,True,"Mecentley,Nord,BMV",True,True,False,False,False,True,True,True
Body and Exterior,Windshield 815,Generic Windshield,FQS-3A57-55A0-CC01,2025-10-03,1386.33,GBP,True,True,Feramborghini,True,False,True,False,True,False,False,True
Body and Exterior,Wiper Arms 935,Generic Wiper Arms,FQS-CC48-B4F8-2B6A,2017-05-08,726.06,GBP,True,True,"Mecentley,Feramborghini,Nord,BMV,WV",True,False,False,False,False,False,True,False
Body and Exterior,Doors 376,Generic Doors,FQS-9B3F-7CDE-E119,2020-01-23,864.84,GBP,False,True,"Nord,WV,Mecentley",True,False,False,True,True,False,True,False
Body and Exterior,"Bumpers (Front, Rear) 620","Generic Bumpers (Front, Rear)",FQS-108C-132E-A830,2019-03-26,451.95,GBP,True,True,"WV,Mecentley,Feramborghini",True,False,True,False,True,True,True,False
Body and Exterior,"Bumpers (Front, Rear) 037","Generic Bumpers (Front, Rear)",FQS-C382-6FF6-7418,2019-06-16,1337.95,GBP,False,True,"Feramborghini,Nord,Mecentley",True,True,True,False,False,False,True,False
Body and Exterior,Trunk 043,Storage compartment at rear of vehicle.,FQS-73D3-A97F-3DBD,2021-02-16,1433.12,GBP,True,True,"Feramborghini,Mecentley,BMV,Nord,WV",True,True,False,True,False,False,False,False
Body and Exterior,Windshield 062,Generic Windshield,FQS-A181-2E0B-A360,2017-08-04,1939.11,GBP,True,True,"BMV,Feramborghini,Nord,WV",False,True,True,False,True,True,True,True
Body and Exterior,Trunk 812,Storage compartment at rear of vehicle.,FQS-BBCD-6712-CF90,2017-03-30,1728.66,GBP,True,False,Nord,True,False,False,False,False,True,True,True
Body and Exterior,Fenders 701,Generic Fenders,FQS-C833-38C3-D937,2024-08-12,1238.29,GBP,False,True,"BMV,Mecentley,Nord,Feramborghini,WV",True,True,True,True,True,True,True,True
Body and Exterior,Side Windows 182,Generic Side Windows,FQS-F5F4-D3EA-55C4,2023-05-10,275.01,GBP,True,False,BMV,False,False,True,True,True,True,False,True
Body and Exterior,Wiper Blades 542,Generic Wiper Blades,FQS-9A74-69AD-5651,2022-11-04,641.63,GBP,True,True,Mecentley,True,False,False,False,True,True,True,True
Body and Exterior,Trunk / Boot 411,Generic Trunk / Boot,FQS-D48F-583C-ABBA,2015-08-01,588.97,GBP,True,True,"Nord,BMV",True,False,True,False,False,False,True,True
Body and Exterior,Grille 232,Generic Grille,FQS-CD7E-9F4E-87CB,2022-04-28,86.29,GBP,False,False,"Nord,Feramborghini,Mecentley,BMV,WV",True,False,False,True,False,True,False,True
Body and Exterior,Side Windows 331,Generic Side Windows,FQS-5006-0FDC-3358,2018-11-19,1303.92,GBP,True,True,"Mecentley,WV,BMV,Feramborghini",False,True,True,False,False,True,False,True
Body and Exterior,Window Seals 515,Generic Window Seals,FQS-BCDA-1384-9BB9,2022-06-26,1204.66,GBP,False,True,"BMV,Nord",True,True,True,True,False,True,False,False
Body and Exterior,License Plate Holder 120,Generic License Plate Holder,FQS-C42A-101C-ECA7,2019-08-04,576.12,GBP,False,True,"WV,Feramborghini,Nord,Mecentley,BMV",False,False,True,False,True,False,False,False
Body and Exterior,Trunk / Boot 209,Generic Trunk / Boot,FQS-5023-96B1-6BA5,2018-02-28,573.91,GBP,True,True,"Feramborghini,WV,Nord,Mecentley",False,False,True,False,True,False,False,True
Body and Exterior,Bumpers 578,Protects car front and rear from impacts.,FQS-BCA3-9AAA-1C7F,2020-12-30,1249.78,GBP,True,True,"BMV,Mecentley,Nord",True,True,False,True,False,True,False,True
Body and Exterior,Hood 150,Covers the engine compartment.,FQS-D3AB-CB49-6860,2018-05-10,1637.35,GBP,True,True,Nord,False,True,False,False,True,True,True,True
Body and Exterior,Windshield 158,Generic Windshield,FQS-288A-E422-0861,2020-12-25,1656.16,GBP,True,True,"WV,BMV,Mecentley,Feramborghini",True,False,True,False,False,True,False,True
Body and Exterior,Wiper Arms 532,Generic Wiper Arms,FQS-B6FA-3611-BF24,2020-10-17,114.11,GBP,True,False,"BMV,Nord",False,False,True,True,True,True,False,True
Body and Exterior,Trunk 763,Storage compartment at rear of vehicle.,FQS-E3A2-D494-B252,2018-12-08,1037.68,GBP,True,True,"WV,Feramborghini",True,False,False,True,True,False,True,True
Body and Exterior,Spoiler 330,Generic Spoiler,FQS-0B69-4E84-83BF,2018-10-28,1005.6,GBP,True,True,"WV,BMV,Mecentley",True,True,True,False,True,True,True,False
Body and Exterior,License Plate Holder 434,Generic License Plate Holder,FQS-D374-00E2-FD71,2018-08-09,174.41,GBP,True,True,"WV,BMV,Mecentley,Feramborghini",False,True,True,False,False,False,True,False
Body and Exterior,Bumpers 561,Protects car front and rear from impacts.,FQS-E743-A120-ECAC,2019-02-19,253.06,GBP,True,True,"Nord,Mecentley,Feramborghini,BMV,WV",False,False,False,True,True,True,True,True
Body and Exterior,License Plate Holder 932,Generic License Plate Holder,FQS-41DE-0FF5-ECEA,2023-02-13,517.94,GBP,True,True,"Mecentley,Feramborghini,BMV,Nord,WV",True,True,False,True,False,True,False,True
Body and Exterior,Side Mirrors 053,Allow driver to view rear/side traffic.,FQS-7452-E68A-D7F2,2016-02-02,1962.18,GBP,False,True,"Nord,Mecentley,BMV,Feramborghini",False,False,False,True,False,True,False,True
Body and Exterior,Fenders 829,Generic Fenders,FQS-B0E0-99A4-D11F,2025-02-17,1252.45,GBP,True,True,"Feramborghini,WV,Nord,BMV,Mecentley",False,False,True,True,True,False,True,False
Body and Exterior,License Plate Holder 331,Generic License Plate Holder,FQS-D1DA-0895-8115,2018-04-06,1087.42,GBP,False,True,"BMV,Mecentley",False,True,True,True,True,False,False,True
Body and Exterior,Fenders 870,Generic Fenders,FQS-4A48-0179-BEFD,2019-07-15,1206.26,GBP,True,True,"WV,Mecentley,Feramborghini",True,False,True,True,False,False,True,True
Body and Exterior,Window Seals 287,Generic Window Seals,FQS-3F98-0446-8509,2016-09-29,1416.46,GBP,False,True,"BMV,Feramborghini",False,False,True,True,True,False,True,False
Body and Exterior,Windshield 994,Front glass panel for visibility and protection.,FQS-1B21-FBF2-0167,2022-07-23,1795.58,GBP,True,True,"BMV,Mecentley,Feramborghini",True,False,True,True,False,False,True,False
Body and Exterior,Spoiler 993,Generic Spoiler,FQS-4405-5AA2-9081,2017-01-27,1488.81,GBP,False,True,Nord,True,True,False,True,True,False,True,False
