category,name,description,serial,production_date,price,currency,authorised,in_stock,compatible_brands,recalled,digitallyTracked,used,aftermarket,safetyCritical
Engine System,Lifters M90,Transmit camshaft motion to valves.,ZCL-ENG-1FVY-4XS,2022-02-14,548.3,JPY,True,True,"Feramborghini,WV,Mecentley",False,False,True,True,True
Engine System,Exhaust Manifold P28,Collects exhaust gases from cylinders.,ZCL-ENG-H9I0-0C5,2020-02-02,1789.15,JPY,False,True,Mecentley,True,True,True,True,False
Engine System,Rocker Arms E40,Generic Rocker Arms,ZCL-BRK-8E1N-JRN,2020-12-29,650.62,JPY,True,True,BMV,False,True,True,False,False
Engine System,Dipstick P53,Generic Dipstick,ZCL-BRK-WUYE-EP3,2023-10-28,874.21,JPY,True,True,"Feramborghini,WV,BMV,Nord,Mecentley",False,False,False,True,True
Engine System,Engine Control Unit (ECU) F80,Generic Engine Control Unit (ECU),ZCL-BRK-MMZX-KCD,2015-05-23,769.63,JPY,True,False,"Feramborghini,Nord,Mecentley,WV",True,True,False,True,True
Engine System,Carburetor (older models) D57,Generic Carburetor (older models),ZCL-BRK-RY9L-F86,2022-10-12,404.15,JPY,True,True,"Feramborghini,Mecentley,BMV,WV",True,False,True,False,False
Engine System,Distributor N97,Distributes spark to the correct cylinder.,ZCL-SUS-75IU-EUG,2018-02-24,1826.55,JPY,True,False,WV,False,False,True,True,True
Engine System,Spark Plugs S98,Generic Spark Plugs,ZCL-TRN-3X32-5AK,2025-08-04,1667.26,JPY,True,True,"WV,Feramborghini,Nord",False,False,False,False,False
Engine System,Ignition Coils J42,Generic Ignition Coils,ZCL-COL-9SN7-XFQ,2015-01-04,1036.29,JPY,True,True,"BMV,Feramborghini,Mecentley,Nord,WV",False,False,False,True,True
Engine System,Intercooler F47,Generic Intercooler,ZCL-ELE-K88I-5S1,2018-05-17,1433.41,JPY,False,True,"Mecentley,Feramborghini,WV,Nord,BMV",True,True,True,True,True
Engine System,Rocker Arms W36,Transfer movement from camshaft to valves.,ZCL-SUS-7E8F-TST,2019-12-26,1661.42,JPY,False,True,"BMV,Mecentley,Nord",True,False,False,False,False
Engine System,Serpentine Belt K3,Generic Serpentine Belt,ZCL-PERF-UWXS-337,2019-03-25,1513.08,JPY,True,False,"BMV,WV,Nord,Feramborghini,Mecentley",True,False,True,True,True
Engine System,Timing Cover W75,Protects the timing belt or chain.,ZCL-ENG-UQWL-HRJ,2023-07-31,1199.42,JPY,False,True,Mecentley,False,True,True,True,True
Engine System,Lifters P88,Transmit camshaft motion to valves.,ZCL-PERF-5AZ4-GYN,2020-04-06,1342.38,JPY,True,True,"Feramborghini,Nord",True,False,True,True,False
Engine System,Oil Filter J72,Removes contaminants from engine oil.,ZCL-PERF-FA1B-S6Z,2018-12-14,1544.66,JPY,True,True,Mecentley,True,True,True,True,False
Engine System,Cylinder Head V21,"Sits on top of the engine block, holds valves and spark plugs.",ZCL-DRI-RCZP-HYO,2015-10-15,1292.26,JPY,False,True,BMV,True,True,True,True,True
Engine System,Lifters X67,Transmit camshaft motion to valves.,ZCL-TRN-DH7Y-Q08,2024-01-04,1805.09,JPY,True,True,"Mecentley,WV,Nord,Feramborghini,BMV",False,True,True,True,False
Engine System,Timing Cover B16,Generic Timing Cover,ZCL-BRK-UY73-T37,2024-04-16,1482.56,JPY,True,True,"BMV,Mecentley,Nord,Feramborghini,WV",True,False,False,True,True
Engine System,Tappets / Lifters U63,Generic Tappets / Lifters,ZCL-DRI-QYUM-GTP,2018-11-21,17.91,JPY,True,True,"BMV,WV,Mecentley,Feramborghini",False,True,True,False,True
Engine System,Oil Filter H22,Removes contaminants from engine oil.,ZCL-BRK-MQ9M-N7I,2015-10-20,1844.23,JPY,True,True,"WV,Feramborghini,BMV,Nord,Mecentley",True,True,False,False,True
Engine System,Intercooler U81,Generic Intercooler,ZCL-BRK-EKXY-SWV,2024-10-24,1618.38,JPY,True,True,Nord,False,False,True,True,True
Engine System,Crankshaft L60,Generic Crankshaft,ZCL-ELE-JBCC-FG9,2024-06-13,1643.86,JPY,True,False,"Feramborghini,WV,Mecentley,Nord",False,True,False,True,True
Engine System,Turbocharger / Supercharger F63,Generic Turbocharger / Supercharger,ZCL-COL-XLZ2-0QP,2021-01-10,97.19,JPY,True,False,"Mecentley,Nord,WV",True,False,False,True,False
Engine System,Intake Manifold S55,Generic Intake Manifold,ZCL-COL-3F3B-V8S,2020-07-20,1823.81,JPY,True,True,BMV,True,False,True,False,True
Engine System,Turbocharger / Supercharger J61,Generic Turbocharger / Supercharger,ZCL-SUS-E6VY-WNF,2021-08-15,1285.28,JPY,False,True,"Mecentley,Nord,Feramborghini",True,True,False,True,True
Engine System,Distributor M70,Distributes spark to the correct cylinder.,ZCL-ELE-V6E6-54W,2020-07-08,1014.25,JPY,True,True,"WV,Mecentley,BMV,Feramborghini,Nord",True,True,True,True,False
Engine System,Spark Plugs L49,Generic Spark Plugs,ZCL-TRN-F46I-S05,2019-04-26,967.34,JPY,False,True,"BMV,Mecentley",True,True,True,True,True
Engine System,Timing Chain Y5,Metal chain version of timing belt.,ZCL-ENG-8IWM-TJT,2015-08-14,440.84,JPY,True,True,"WV,BMV,Mecentley,Nord",True,True,False,False,True
Engine System,Cylinder Head B27,Generic Cylinder Head,ZCL-SUS-RNA9-R5N,2024-12-28,355.17,JPY,True,True,"Mecentley,WV,Feramborghini,Nord",False,True,True,False,False
Engine System,Intercooler J10,Generic Intercooler,ZCL-BRK-7CTB-IGB,2024-12-05,520.83,JPY,True,True,"Feramborghini,WV,Nord,BMV,Mecentley",True,False,False,False,False
Engine System,Tappets P53,Link camshaft with pushrods.,ZCL-DRI-LUFI-IAI,2022-08-31,513.14,JPY,True,True,"Nord,WV,BMV,Feramborghini",False,False,True,True,True
Engine System,Timing Belt / Chain G41,Generic Timing Belt / Chain,ZCL-PERF-ETKE-XB1,2020-07-13,256.44,JPY,True,False,"BMV,Feramborghini",False,True,False,True,False
Engine System,Crankshaft F25,Generic Crankshaft,ZCL-PERF-IGIJ-7HK,2025-12-31,1116.35,JPY,True,False,"Feramborghini,Nord,WV",True,True,False,False,True
Engine System,Oil Filter K36,Removes contaminants from engine oil.,ZCL-DRI-LY49-V8I,2015-01-31,821.89,JPY,False,True,WV,False,True,True,True,False
Engine System,Valve Springs S28,Generic Valve Springs,ZCL-ENG-N37A-VMH,2023-03-25,1375.85,JPY,False,True,"WV,Nord",True,False,False,False,False
Engine System,Dipstick D93,Generic Dipstick,ZCL-PERF-XILU-MA1,2018-09-02,59.44,JPY,True,True,"Mecentley,BMV,Feramborghini,WV,Nord",True,False,True,True,True
Engine System,Cylinder Head U34,"Sits on top of the engine block, holds valves and spark plugs.",ZCL-PERF-Z9IB-RD3,2019-03-13,157.9,JPY,False,True,"Mecentley,Nord,WV,BMV",False,True,True,False,True
Engine System,Ignition Coils I50,Generate high voltage for spark plugs.,ZCL-ENG-PYFR-EFF,2024-05-06,1465.43,JPY,True,True,"WV,Feramborghini,BMV,Mecentley",False,True,True,False,False
Engine System,Oil Filter H57,Generic Oil Filter,ZCL-DRI-KM7S-BXM,2016-03-08,449.96,JPY,True,True,"WV,Mecentley,BMV,Feramborghini",False,True,False,True,True
Engine System,Valve Springs I41,Ensure valves close properly.,ZCL-SUS-FF8J-EW4,2016-07-09,1499.63,JPY,False,False,"Feramborghini,WV,BMV",True,True,False,False,True
Engine System,Engine Mounts Z39,Generic Engine Mounts,ZCL-COL-RIFZ-MM0,2025-10-26,1630.76,JPY,True,False,"Feramborghini,Mecentley,WV",True,True,False,True,False
Engine System,Glow Plugs F38,Preheat air in diesel engines.,ZCL-ELE-OG72-V6Q,2020-12-18,1492.07,JPY,True,True,"BMV,Mecentley,WV,Feramborghini",True,False,True,False,False
Engine System,Timing Belt / Chain E6,Synchronizes rotation of the crankshaft and camshaft.,ZCL-ELE-C90Z-SI5,2025-06-26,1141.53,JPY,False,True,"WV,Nord,Feramborghini",False,False,True,True,False
Engine System,Air Filter K24,Filters air before it enters the engine.,ZCL-ENG-RATU-7OB,2022-03-09,1369.61,JPY,True,True,"Nord,Feramborghini",True,False,True,True,True
Engine System,Timing Cover X62,Generic Timing Cover,ZCL-BRK-FWIM-OLB,2016-03-30,518.09,JPY,True,True,"Feramborghini,WV,Mecentley",True,False,False,False,True
Engine System,Dipstick J25,Generic Dipstick,ZCL-SUS-RZP7-YKJ,2022-06-24,229.05,JPY,True,True,"BMV,Nord,WV",True,True,True,True,True
Engine System,Air Filter Z18,Generic Air Filter,ZCL-SUS-YJQ1-1BH,2025-01-09,198.2,JPY,False,True,"Feramborghini,Nord,WV,Mecentley",False,False,True,True,True
Engine System,Throttle Body G90,Controls airflow into the engine.,ZCL-TRN-8EWB-LR0,2017-07-25,875.38,JPY,True,True,"BMV,Nord,Feramborghini,Mecentley,WV",False,True,True,False,True
Engine System,Air Filter B62,Filters air before it enters the engine.,ZCL-SUS-LP2W-RW1,2021-07-10,1770.31,JPY,True,True,"Feramborghini,WV,Nord,BMV,Mecentley",False,False,False,True,True
Engine System,Pistons Y5,Move up and down in cylinders to compress and combust fuel.,ZCL-BRK-AP4S-5NB,2019-01-20,1366.13,JPY,True,True,"Nord,Feramborghini",False,False,True,False,True
Engine System,Engine Mounts T96,Secure engine to frame and absorb vibration.,ZCL-ENG-MSFK-RG9,2018-12-22,591.02,JPY,False,True,"Mecentley,WV",True,False,False,True,True
Engine System,Distributor H97,Generic Distributor,ZCL-ENG-KRTC-UPS,2019-09-11,1742.51,JPY,True,True,"Feramborghini,BMV,WV,Nord,Mecentley",False,False,True,True,False
Engine System,Tappets / Lifters X56,Generic Tappets / Lifters,ZCL-COL-QUHV-9LT,2019-07-21,1260.31,JPY,True,True,"Nord,Mecentley,Feramborghini,BMV",True,False,True,True,True
Engine System,Camshaft R84,Operates the engine’s valves via lobes.,ZCL-COL-B7IN-54Q,2025-12-20,224.83,JPY,False,True,"Nord,BMV,WV,Feramborghini,Mecentley",True,False,True,True,False
Engine System,Rocker Arms T58,Generic Rocker Arms,ZCL-SUS-U1N1-BSE,2022-09-16,1044.3,JPY,True,False,"Nord,BMV,WV,Mecentley,Feramborghini",True,True,False,True,True
Engine System,Oil Cooler U32,Cools the engine oil.,ZCL-TRN-DBJ9-RXJ,2023-04-27,1654.92,JPY,True,True,"WV,Feramborghini,BMV,Mecentley,Nord",True,False,True,True,True
Engine System,Throttle Body M37,Generic Throttle Body,ZCL-COL-MI78-RQ5,2023-09-08,997.66,JPY,False,True,"Nord,Mecentley,WV,BMV,Feramborghini",True,False,True,True,False
Engine System,Harmonic Balancer E58,Generic Harmonic Balancer,ZCL-BRK-IHWN-3JY,2023-04-12,1174.21,JPY,True,True,"Feramborghini,WV,Nord,BMV,Mecentley",True,True,True,True,False
Engine System,Timing Cover L59,Generic Timing Cover,ZCL-COL-RSLM-25S,2025-08-11,533.93,JPY,True,True,"Mecentley,Feramborghini,Nord,WV,BMV",False,True,False,True,True
Engine System,Engine Control Unit (ECU) Q90,Generic Engine Control Unit (ECU),ZCL-SUS-3POU-FXI,2021-01-19,1065.11,JPY,True,True,BMV,True,True,False,False,False
Engine System,Crankshaft X49,Converts piston movement into rotational motion.,ZCL-COL-LT4F-08O,2015-04-06,1193.71,JPY,True,False,"BMV,Mecentley,Feramborghini",False,False,True,False,True
Engine System,Valve Springs S7,Ensure valves close properly.,ZCL-ELE-HIDV-T86,2015-01-05,753.39,JPY,True,True,"WV,BMV,Feramborghini,Nord,Mecentley",True,True,True,True,True
Engine System,Timing Belt / Chain S86,Synchronizes rotation of the crankshaft and camshaft.,ZCL-ENG-GF3E-9LT,2017-07-19,1402.45,JPY,True,True,Nord,True,False,False,False,True
Engine System,Supercharger N19,Boosts engine power via air compression.,ZCL-BRK-56R2-8MD,2022-05-27,1187.4,JPY,True,False,"BMV,WV",True,False,False,True,False
Engine System,Cylinder Head Z78,"Sits on top of the engine block, holds valves and spark plugs.",ZCL-SUS-RPY4-HMT,2021-11-11,1642.09,JPY,True,True,"WV,Feramborghini,BMV",False,True,False,True,False
Engine System,Exhaust Manifold Q49,Generic Exhaust Manifold,ZCL-DRI-M1UI-7VS,2017-10-04,824.35,JPY,True,False,Mecentley,True,False,True,False,False
Engine System,Crankshaft W52,Generic Crankshaft,ZCL-DRI-W11Q-RGX,2020-02-21,987.16,JPY,True,True,"Feramborghini,WV,Nord",False,True,True,True,False
Engine System,Spark Plugs U42,Ignite air/fuel mixture in combustion chamber.,ZCL-BRK-JEFI-SKC,2022-05-31,469.65,JPY,True,True,"Mecentley,Feramborghini",False,True,True,True,False
Engine System,Air Filter Z55,Filters air before it enters the engine.,ZCL-ELE-JK06-E9G,2016-05-04,1681.03,JPY,True,True,"Feramborghini,Mecentley,WV,Nord",True,True,False,False,True
Engine System,Ignition Coils T92,Generic Ignition Coils,ZCL-TRN-J7OQ-RGF,2023-02-12,1850.69,JPY,True,True,"BMV,Feramborghini,WV,Nord",True,True,True,True,True
Engine System,Serpentine Belt J33,Generic Serpentine Belt,ZCL-BRK-BHS7-5IJ,2025-08-03,230.77,JPY,True,True,"Nord,Mecentley",False,True,True,True,False
Engine System,Timing Belt / Chain P75,Synchronizes rotation of the crankshaft and camshaft.,ZCL-TRN-HFIH-ZBP,2015-01-14,302.19,JPY,True,True,"Nord,Mecentley,Feramborghini,WV",True,True,False,True,True
Engine System,Timing Chain Q80,Metal chain version of timing belt.,ZCL-BRK-5Z36-RSS,2020-02-14,192.57,JPY,False,True,"Nord,BMV,Mecentley",True,False,True,True,True
Engine System,Intake Manifold K27,Distributes air to the engine cylinders.,ZCL-PERF-8KKR-ZMO,2024-05-06,1468.24,JPY,True,True,"Nord,BMV,WV",False,True,True,True,True
Engine System,Air Filter R66,Filters air before it enters the engine.,ZCL-COL-ZEQ5-5YQ,2023-02-28,958.0,JPY,True,False,WV,False,True,True,True,True
Engine System,Supercharger Q16,Boosts engine power via air compression.,ZCL-DRI-P0WM-ISG,2020-07-30,1274.41,JPY,False,True,"WV,Feramborghini",True,False,True,True,True
Engine System,Air Filter T67,Filters air before it enters the engine.,ZCL-TRN-0OPG-WZU,2025-09-26,206.28,JPY,True,True,"Feramborghini,Nord,BMV,WV,Mecentley",False,False,True,False,True
Engine System,Oil Filter W9,Generic Oil Filter,ZCL-ELE-WZH4-3XH,2020-02-22,1664.18,JPY,True,True,"Nord,BMV,WV",False,False,True,True,True
Engine System,Exhaust Manifold B75,Collects exhaust gases from cylinders.,ZCL-ELE-I141-2IO,2022-02-28,1731.56,JPY,True,True,"Nord,BMV,Feramborghini,WV",True,False,True,True,True
Engine System,Turbocharger / Supercharger I9,Generic Turbocharger / Supercharger,ZCL-ENG-VX39-PMW,2015-05-14,1772.56,JPY,False,False,WV,False,False,True,False,True
Engine System,Pistons U46,Move up and down in cylinders to compress and combust fuel.,ZCL-TRN-CESG-R39,2019-10-13,569.91,JPY,False,True,"Feramborghini,BMV,Nord,Mecentley",True,False,True,True,False
Engine System,Camshaft T34,Operates the engine’s valves via lobes.,ZCL-ENG-FMII-IPF,2019-08-16,1190.17,JPY,True,True,"BMV,Mecentley,Feramborghini",True,False,True,False,False
Engine System,Valves A5,Control intake and exhaust of air/fuel mixture.,ZCL-PERF-OBM8-FIR,2024-09-21,494.07,JPY,True,True,"WV,Nord",False,True,True,True,False
Engine System,Oil Cooler Y74,Generic Oil Cooler,ZCL-ELE-2E8I-3ZT,2016-06-16,974.53,JPY,False,True,"Feramborghini,WV,Mecentley,BMV",True,False,True,True,True
Engine System,Timing Belt / Chain T32,Generic Timing Belt / Chain,ZCL-BRK-L9MM-PFD,2016-04-13,1701.47,JPY,True,True,"Mecentley,Feramborghini",False,False,True,True,False
Engine System,Engine Mounts U17,Secure engine to frame and absorb vibration.,ZCL-ELE-M8Z9-YYU,2017-09-17,47.73,JPY,False,True,"WV,BMV,Mecentley,Nord,Feramborghini",True,False,True,False,False
Engine System,Oil Pump D97,Generic Oil Pump,ZCL-TRN-WDK0-JEG,2019-03-11,1084.62,JPY,True,True,"WV,Feramborghini,BMV,Mecentley",False,True,False,False,False
Engine System,Engine Mounts D37,Secure engine to frame and absorb vibration.,ZCL-SUS-SJJM-SIV,2020-04-20,1709.18,JPY,False,True,"BMV,Nord,Mecentley",False,True,True,False,False
Engine System,Exhaust Manifold Z49,Collects exhaust gases from cylinders.,ZCL-PERF-VGQI-PM9,2016-02-11,125.53,JPY,True,True,"Mecentley,BMV,Feramborghini,Nord",False,False,False,False,False
Engine System,Air Filter C51,Filters air before it enters the engine.,ZCL-TRN-TNXK-ZBW,2017-02-22,199.06,JPY,True,True,"BMV,Mecentley,Feramborghini,Nord",False,True,True,True,False
Engine System,Dipstick Q81,Generic Dipstick,ZCL-DRI-RV3W-2BH,2015-09-24,598.66,JPY,True,True,"BMV,Feramborghini",True,True,True,True,False
Engine System,Harmonic Balancer I17,Generic Harmonic Balancer,ZCL-DRI-0UAY-R54,2019-05-16,941.17,JPY,True,True,Mecentley,True,False,True,False,True
Engine System,Harmonic Balancer Z30,Generic Harmonic Balancer,ZCL-COL-EZSP-G96,2017-08-07,1617.57,JPY,True,True,"Feramborghini,Nord,Mecentley,WV",True,True,True,False,False
Engine System,Timing Belt / Chain M10,Generic Timing Belt / Chain,ZCL-DRI-3BM7-FVG,2016-07-03,755.42,JPY,True,True,"Nord,WV,Mecentley",True,False,True,True,False
Engine System,Supercharger P8,Boosts engine power via air compression.,ZCL-ENG-BBA4-KWG,2019-04-08,960.67,JPY,True,False,WV,True,True,False,False,True
Engine System,Exhaust Manifold M81,Generic Exhaust Manifold,ZCL-ELE-HWLO-IB9,2025-07-07,407.95,JPY,True,False,Nord,False,True,True,False,True
Engine System,Timing Belt / Chain H77,Synchronizes rotation of the crankshaft and camshaft.,ZCL-DRI-BQN8-UNC,2024-01-28,216.23,JPY,True,True,WV,True,False,True,False,False
Engine System,Spark Plugs F49,Ignite air/fuel mixture in combustion chamber.,ZCL-TRN-W9R6-CX9,2022-02-21,1715.38,JPY,True,False,"WV,Nord,Mecentley",True,False,True,True,False
Engine System,Glow Plugs (Diesel) V99,Generic Glow Plugs (Diesel),ZCL-DRI-6HA4-7JA,2025-10-12,1049.71,JPY,False,True,"Mecentley,Nord,WV,Feramborghini,BMV",False,True,True,True,False
Engine System,Spark Plugs I67,Generic Spark Plugs,ZCL-BRK-BASH-KF8,2016-02-14,183.33,JPY,True,True,"Feramborghini,Nord,WV,Mecentley,BMV",False,True,False,False,True
Engine System,Oil Pump Z69,Generic Oil Pump,ZCL-ENG-X4L5-Z03,2017-02-27,1139.8,JPY,True,True,"Nord,Feramborghini,WV,BMV",True,False,False,True,False
Engine System,Fuel Injectors J47,Generic Fuel Injectors,ZCL-ENG-YKRN-OVC,2025-01-31,27.29,JPY,True,True,"WV,BMV,Feramborghini",True,True,True,True,True
Engine System,Engine Mounts E37,Generic Engine Mounts,ZCL-SUS-0UEF-58F,2017-06-16,50.84,JPY,False,True,"Nord,BMV,WV,Mecentley,Feramborghini",True,True,True,True,False
Engine System,Pushrods E96,Generic Pushrods,ZCL-TRN-6Z7V-LPZ,2019-02-09,1398.5,JPY,True,True,"WV,BMV,Mecentley",True,True,True,True,True
Engine System,Glow Plugs N91,Preheat air in diesel engines.,ZCL-PERF-AMHB-1ZW,2017-04-21,1743.88,JPY,False,True,"BMV,Mecentley,Nord",True,False,False,True,True
Engine System,Engine Control Unit (ECU) I34,Generic Engine Control Unit (ECU),ZCL-ELE-60OW-97S,2016-05-16,690.25,JPY,True,False,"Feramborghini,Nord",True,True,True,True,True
Engine System,Valve Springs Y98,Generic Valve Springs,ZCL-ENG-P8BS-OWH,2022-11-19,230.12,JPY,False,False,"Feramborghini,WV,Nord,Mecentley,BMV",True,True,False,True,False
Engine System,Distributor W77,Generic Distributor,ZCL-PERF-3F88-92H,2021-01-03,291.12,JPY,True,False,Feramborghini,True,False,True,True,True
Engine System,Cylinder Head Y41,Generic Cylinder Head,ZCL-BRK-EPI6-88T,2023-04-07,1790.01,JPY,True,True,"WV,Feramborghini,BMV,Mecentley,Nord",True,True,True,True,False
Engine System,Turbocharger / Supercharger Q42,Generic Turbocharger / Supercharger,ZCL-ELE-RP3K-K9I,2023-01-10,336.33,JPY,True,True,"Nord,Feramborghini,BMV,Mecentley",True,False,False,False,True
Engine System,Drive Belt Y91,"Drives alternator, AC compressor, etc.",ZCL-ELE-IAWC-AC9,2016-05-31,789.35,JPY,True,True,"Mecentley,Nord",True,False,False,True,True
Engine System,Fuel Injectors J60,Spray fuel into the engine's cylinders.,ZCL-ELE-4OYF-MTW,2018-10-18,47.43,JPY,True,False,"BMV,WV,Mecentley,Nord,Feramborghini",True,False,True,True,True
Engine System,Air Filter N93,Filters air before it enters the engine.,ZCL-DRI-W9T4-NQ6,2021-08-16,412.17,JPY,True,True,"Nord,BMV,WV,Feramborghini",False,True,True,True,True
Engine System,Distributor U45,Generic Distributor,ZCL-ELE-Z9EO-0U5,2021-08-28,1435.61,JPY,True,True,"Feramborghini,BMV,Mecentley",False,False,True,True,True
Engine System,Throttle Body S86,Controls airflow into the engine.,ZCL-BRK-6WPS-ETB,2025-05-22,935.11,JPY,True,True,"WV,Mecentley,Nord,BMV",False,False,False,True,True
Engine System,Oil Filter N12,Removes contaminants from engine oil.,ZCL-BRK-BOIU-U0R,2018-08-14,1836.92,JPY,True,True,Mecentley,False,True,False,True,True
Engine System,Valves H94,Control intake and exhaust of air/fuel mixture.,ZCL-DRI-K7NU-OEZ,2019-08-12,274.64,JPY,False,True,"Mecentley,Nord",True,True,False,False,True
Engine System,Exhaust Manifold N3,Collects exhaust gases from cylinders.,ZCL-ENG-UOTE-YSL,2023-05-18,44.19,JPY,True,True,"Feramborghini,Mecentley,BMV,WV",True,True,True,False,False
Engine System,Oil Filter W80,Generic Oil Filter,ZCL-BRK-7BYE-21Q,2015-06-06,66.11,JPY,True,True,"Mecentley,Feramborghini,WV,Nord,BMV",True,False,False,False,True
Engine System,Camshaft I80,Operates the engine’s valves via lobes.,ZCL-ENG-L774-Z56,2023-03-14,1955.41,JPY,True,True,"Feramborghini,WV,BMV,Mecentley",True,False,True,True,True
Engine System,Engine Block I59,Main structure housing cylinders and other components.,ZCL-BRK-PDR0-OJ1,2022-09-01,1441.32,JPY,True,True,"Nord,Mecentley,Feramborghini",True,True,False,False,True
Engine System,Valves A42,Control intake and exhaust of air/fuel mixture.,ZCL-ELE-0GZU-HLZ,2023-11-27,883.82,JPY,True,False,"Feramborghini,BMV,Mecentley,Nord",False,True,False,True,False
Engine System,Oil Pan A67,Generic Oil Pan,ZCL-DRI-51IF-3DY,2025-11-03,1180.14,JPY,True,True,"Feramborghini,BMV,WV,Mecentley",True,False,False,False,True
Engine System,Engine Control Unit (ECU) P23,Generic Engine Control Unit (ECU),ZCL-PERF-SLVS-E98,2022-02-26,1939.06,JPY,True,True,Nord,True,True,True,True,False
Engine System,Lifters I73,Transmit camshaft motion to valves.,ZCL-TRN-PE9T-U82,2022-06-04,125.71,JPY,True,True,"Nord,Feramborghini,Mecentley,WV",False,True,True,True,False
Engine System,Cylinder Head M81,"Sits on top of the engine block, holds valves and spark plugs.",ZCL-COL-T62V-A9W,2017-04-14,1147.93,JPY,False,False,"BMV,Feramborghini,Nord,Mecentley,WV",True,True,True,True,True
Engine System,Pistons Y20,Generic Pistons,ZCL-TRN-D0JC-8T5,2017-11-22,1381.55,JPY,True,True,"Mecentley,Nord,Feramborghini",False,False,True,False,True
Engine System,Crankshaft S46,Converts piston movement into rotational motion.,ZCL-ENG-VOQK-0QH,2016-05-15,425.98,JPY,False,True,"WV,Nord",True,True,True,True,False
Engine System,Oil Pan A33,Holds engine oil.,ZCL-DRI-VFIT-4N3,2021-10-23,1182.6,JPY,True,True,"Nord,WV,Feramborghini,BMV,Mecentley",False,True,False,False,True
Engine System,Pistons I29,Move up and down in cylinders to compress and combust fuel.,ZCL-DRI-3G2W-C9L,2021-09-29,352.87,JPY,True,True,"Nord,Mecentley,Feramborghini,WV,BMV",False,False,False,True,False
Engine System,"Valves (Intake, Exhaust) P85","Generic Valves (Intake, Exhaust)",ZCL-DRI-EDG8-GS4,2018-03-29,695.33,JPY,True,True,"WV,Mecentley,Feramborghini,BMV",True,False,False,False,True
Engine System,Pushrods H76,Generic Pushrods,ZCL-PERF-T2FX-P0F,2017-07-11,627.13,JPY,True,True,"Mecentley,Nord,Feramborghini,WV,BMV",False,True,True,True,False
Engine System,Intake Manifold E6,Generic Intake Manifold,ZCL-COL-0CZ6-AE5,2024-06-29,25.33,JPY,True,True,"Mecentley,WV",False,True,True,True,True
Engine System,Timing Belt / Chain V95,Generic Timing Belt / Chain,ZCL-ELE-A4FH-SY8,2024-08-18,400.97,JPY,True,True,"Mecentley,Feramborghini,WV",True,True,True,False,True
Engine System,Engine Block G6,Main structure housing cylinders and other components.,ZCL-BRK-FC1K-JS0,2025-08-19,1660.2,JPY,True,False,"Mecentley,BMV,Nord",False,False,True,True,False
Engine System,Fuel Injectors R43,Generic Fuel Injectors,ZCL-BRK-ZSKA-SMT,2016-09-25,250.36,JPY,True,True,Feramborghini,True,True,True,True,True
Engine System,Timing Belt Z3,Synchronizes rotation of the crankshaft and camshaft.,ZCL-BRK-NUIP-U8V,2025-12-05,624.87,JPY,True,True,"WV,BMV,Feramborghini,Nord",True,False,True,True,False
Engine System,Oil Filter Q12,Removes contaminants from engine oil.,ZCL-PERF-C9A9-TQW,2023-09-13,1243.52,JPY,True,True,"Nord,Mecentley,BMV",True,False,True,False,False
Engine System,Engine Mounts A51,Generic Engine Mounts,ZCL-SUS-736S-S5L,2017-02-19,637.84,JPY,True,False,"Feramborghini,Nord",False,False,True,True,False
Engine System,Tappets / Lifters I42,Generic Tappets / Lifters,ZCL-ENG-PMH3-1MQ,2023-02-14,1294.63,JPY,False,True,Mecentley,True,False,True,True,True
Engine System,Cylinder Head L85,"Sits on top of the engine block, holds valves and spark plugs.",ZCL-PERF-WN61-CRQ,2025-05-07,680.25,JPY,False,True,"Feramborghini,BMV,WV,Mecentley,Nord",False,True,True,False,False
Engine System,Air Filter W89,Filters air before it enters the engine.,ZCL-DRI-71XR-COS,2023-08-25,1399.54,JPY,True,True,WV,True,False,False,True,True
Engine System,Timing Cover K65,Generic Timing Cover,ZCL-ENG-ALZJ-B3F,2021-01-24,1937.65,JPY,True,True,Nord,False,True,True,True,True
Engine System,Throttle Body M23,Generic Throttle Body,ZCL-TRN-GGZR-JCS,2021-03-06,1659.39,JPY,True,True,"Nord,Feramborghini",False,True,True,True,True
Engine System,Tappets / Lifters J18,Generic Tappets / Lifters,ZCL-ENG-ULDO-WG3,2019-11-09,426.14,JPY,True,True,"Feramborghini,WV",False,False,True,False,True
Engine System,"Valves (Intake, Exhaust) N87","Generic Valves (Intake, Exhaust)",ZCL-ENG-HWN4-TKT,2015-05-14,70.02,JPY,False,True,"Mecentley,WV,Feramborghini",True,False,True,True,False
Engine System,Camshaft O80,Operates the engine’s valves via lobes.,ZCL-SUS-B0HR-FVD,2022-06-26,966.4,JPY,True,False,"Feramborghini,BMV,Mecentley",True,True,True,True,True
Engine System,Oil Cooler C9,Generic Oil Cooler,ZCL-BRK-FRM4-HKQ,2024-10-15,880.06,JPY,True,True,"WV,Feramborghini,BMV",True,False,True,False,True
Engine System,Oil Pan J36,Generic Oil Pan,ZCL-DRI-U62Z-89U,2024-06-16,1406.71,JPY,True,True,"Mecentley,Feramborghini,WV,Nord,BMV",True,False,True,True,False
Engine System,Oil Pump U79,Generic Oil Pump,ZCL-SUS-MVMT-VV7,2019-01-25,978.76,JPY,False,True,"Feramborghini,Mecentley,WV,Nord,BMV",True,True,True,False,True
